CandidateId,Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired
2387,42,544,12,11,1,87,0,0,1,0,0
2388,26,722,1,2,1,86,0,0,1,1,0
2389,31,735,4,5,1,72,0,0,0,0,0
2390,34,725,13,13,1,80,0,0,1,0,0
2391,24,722,2,2,0,89,0,1,1,0,0
2392,23,756,4,2,1,79,0,0,0,0,0
2393,25,737,3,4,1,67,0,0,0,0,0
2394,28,732,8,7,1,79,0,0,1,0,0
2395,34,632,4,4,1,66,0,0,1,0,0
2396,34,544,13,14,1,85,0,0,0,1,1
2397,30,694,11,10,0,70,0,0,0,0,0
2398,39,698,14,15,1,78,0,1,0,0,0
2399,36,720,2,4,1,77,0,0,0,0,0
2400,45,547,3,2,1,82,0,0,0,0,0
2401,34,832,3,4,0,66,0,0,0,0,0
2402,25,681,2,5,0,61,0,0,0,0,0
2403,29,632,3,2,1,87,0,0,0,0,0
2404,26,858,10,15,0,74,1,0,0,0,1
2405,36,635,11,15,1,84,0,0,0,1,1
2406,34,673,3,3,1,65,0,0,0,0,0
2407,37,753,4,3,0,86,1,0,0,0,0
2408,28,672,3,3,0,82,0,0,0,0,0
2409,42,726,11,14,1,63,0,0,0,0,0
2410,32,597,2,4,0,62,0,0,0,0,0
2411,22,806,4,2,0,68,0,0,1,0,0
2412,23,687,2,4,1,89,0,1,0,1,0
2413,25,670,2,6,1,91,0,0,0,1,0
2414,41,602,3,6,1,62,0,0,0,0,0
2415,36,648,13,12,1,76,1,1,0,0,1
2416,41,665,12,11,1,87,1,0,0,1,1
2417,38,710,2,4,1,72,0,0,0,0,0
2418,35,741,3,4,1,55,0,0,1,0,0
2419,28,950,2,5,1,74,0,0,0,0,0
2420,32,645,3,4,1,79,0,0,1,0,0
2421,40,616,13,12,1,75,0,0,0,0,0
2422,41,722,13,15,1,67,0,0,0,0,0
2423,28,778,9,7,1,82,0,1,0,0,0
2424,37,856,4,6,1,88,1,0,0,1,0
2425,33,570,4,5,0,84,0,0,0,0,0
2426,27,645,2,2,1,89,0,0,0,0,0
2427,22,673,2,2,1,78,0,0,0,0,0
2428,41,735,2,6,1,55,0,0,0,0,0
2429,40,768,3,2,1,78,0,0,0,0,0
2430,27,704,2,6,1,76,0,1,0,0,0
2431,23,493,3,5,1,90,0,0,0,0,0
2432,37,588,4,3,1,58,0,1,0,0,0
2433,42,617,3,3,1,73,0,0,0,0,0
2434,34,632,11,11,1,88,0,0,0,0,0
2435,32,740,2,6,0,69,0,0,0,0,0
2436,44,692,13,15,1,72,1,0,1,0,1
2437,40,627,2,3,1,91,1,0,0,1,0
2438,40,765,4,4,1,61,0,0,0,0,0
2439,31,789,2,6,1,80,0,0,0,0,0
2440,30,770,12,11,1,74,1,0,0,0,0
2441,37,688,12,10,1,71,1,0,0,0,0
2442,42,614,3,4,1,87,0,0,0,1,0
2443,38,605,3,2,1,60,0,0,1,0,0
2444,45,797,2,6,1,71,0,0,0,0,0
2445,31,587,4,2,1,60,0,0,0,0,0
2446,25,850,3,6,1,72,0,1,1,0,0
2447,28,806,1,5,1,81,1,0,0,0,0
2448,24,816,4,2,1,87,1,0,0,0,0
2449,39,667,14,13,1,66,1,0,0,0,0
2450,41,661,11,14,1,89,1,1,1,0,1
2451,33,498,2,4,0,66,0,0,0,0,0
2452,40,796,3,4,0,76,1,0,0,0,0
2453,41,729,3,4,1,77,0,1,0,0,0
2454,33,739,4,2,1,80,0,0,0,0,0
2455,23,646,4,2,0,69,0,0,1,0,0
2456,31,620,13,14,0,70,0,0,0,0,0
2457,31,647,4,6,1,60,0,1,0,0,0
2458,42,648,11,14,1,63,0,0,0,0,0
2459,34,746,12,12,0,63,0,0,0,0,0
2460,39,731,11,10,1,81,0,0,0,0,0
2461,36,709,4,3,1,68,0,0,0,0,0
2462,28,638,10,13,1,73,0,1,0,0,0
2463,40,806,2,2,0,77,0,0,0,0,0
2464,43,628,2,5,1,89,0,0,0,0,0
2465,41,770,12,10,0,63,1,0,0,0,0
2466,40,842,4,4,1,74,0,0,0,0,0
2467,25,549,2,3,1,87,0,0,0,0,0
2468,40,617,3,6,0,89,1,0,0,0,0
2469,38,779,11,12,0,74,0,0,0,0,0
2470,22,700,5,6,1,90,1,0,0,1,0
2471,30,754,3,4,1,79,1,0,0,0,0
2472,22,531,5,5,1,65,0,0,0,0,0
2473,26,873,7,10,1,97,1,1,0,0,1
2474,23,588,4,3,1,71,1,0,0,0,0
2475,24,798,2,3,0,80,0,0,1,0,0
2476,45,720,12,15,1,71,0,0,1,0,0
2477,37,838,2,3,1,54,0,1,0,0,0
2478,27,895,1,3,1,78,0,1,0,0,0
2479,43,751,13,15,0,75,0,0,0,0,0
2480,25,544,2,5,0,78,0,0,0,0,0
2481,25,716,9,12,0,67,0,0,1,0,0
2482,30,744,12,14,0,95,0,0,0,1,1
2483,44,714,3,6,0,70,0,0,0,0,0
2484,42,532,11,13,1,82,0,0,0,0,0
2485,29,650,2,2,1,87,0,0,0,0,0
2486,24,561,5,5,1,80,1,0,0,0,0
2487,29,738,9,8,1,76,1,0,0,0,0
2488,36,681,11,14,1,74,0,1,0,0,0
2489,35,856,4,4,1,67,0,1,1,0,0
2490,35,421,14,11,1,62,0,0,0,0,0
2491,33,459,11,10,0,81,0,0,1,1,0
2492,24,795,1,2,1,94,1,1,0,1,0
2493,38,754,2,4,1,63,0,0,1,0,0
2494,31,742,11,11,1,66,0,0,0,0,0
2495,43,653,14,14,1,82,0,0,0,0,0
2496,28,627,9,12,1,81,0,0,0,0,0
2497,37,623,4,4,1,81,0,0,0,0,0
2498,27,734,1,2,1,82,0,0,0,1,0
2499,41,662,11,14,1,64,0,0,0,0,0
2500,23,692,3,3,0,71,0,0,0,0,0
2501,38,675,2,4,1,84,1,0,0,1,0
2502,41,789,12,10,1,67,0,0,1,0,0
2503,29,721,1,3,1,85,0,0,1,0,0
2504,24,772,3,2,1,85,0,1,0,0,0
2505,25,910,2,3,0,89,0,0,0,1,0
2506,34,660,3,6,1,90,0,0,0,1,0
2507,26,721,2,5,1,81,0,1,0,0,0
2508,39,655,11,11,1,87,0,0,0,1,1
2509,29,744,1,5,1,83,0,1,0,1,0
2510,32,739,3,2,1,74,0,0,1,0,0
2511,30,813,4,2,1,74,0,1,1,0,0
2512,28,525,3,4,1,65,0,0,1,0,0
2513,33,526,4,3,1,85,0,0,0,1,0
2514,30,847,2,5,1,76,0,0,0,0,0
2515,28,739,6,12,1,79,0,0,0,0,0
2516,39,851,3,5,1,66,0,0,0,0,0
2517,39,869,2,5,0,69,0,1,0,0,0
2518,43,604,2,2,1,57,0,0,0,0,0
2519,45,777,2,4,1,67,0,0,0,0,0
2520,26,762,9,7,0,81,0,1,0,1,0
2521,36,775,14,10,0,75,0,0,0,0,0
2522,34,611,14,11,1,68,0,0,0,0,0
2523,37,628,11,12,1,76,1,0,1,0,1
2524,38,774,12,15,0,83,1,0,0,0,0
2525,28,743,9,12,1,86,0,0,0,1,1
2526,41,604,13,11,1,75,1,0,0,0,0
2527,30,655,3,5,1,83,0,1,0,0,0
2528,29,586,2,3,1,61,0,0,0,0,0
2529,30,580,3,6,0,84,0,0,0,0,0
2530,35,615,13,10,1,89,0,0,0,1,1
2531,34,551,2,5,1,77,0,0,0,0,0
2532,35,777,3,3,1,58,0,1,0,0,0
2533,28,739,3,5,1,88,0,0,0,0,0
2534,29,661,6,8,0,52,0,1,0,0,0
2535,41,692,3,5,1,85,1,0,0,1,0
2536,32,728,4,2,1,80,0,0,0,0,0
2537,27,528,8,10,0,79,0,0,0,0,0
2538,26,527,10,13,1,69,0,0,0,0,0
2539,23,710,3,3,1,77,0,1,0,0,0
2540,38,822,4,2,1,74,0,0,0,0,0
2541,37,744,2,4,1,79,0,0,1,0,0
2542,25,705,1,6,1,74,0,0,0,0,0
2543,44,757,13,10,1,73,1,0,0,0,0
2544,36,614,14,15,1,85,0,0,0,1,1
2545,37,714,14,10,1,92,0,0,0,1,1
2546,44,699,4,2,1,90,0,0,0,0,0
2547,34,608,3,5,1,84,0,1,0,1,0
2548,23,567,2,5,0,65,0,0,0,0,0
2549,23,833,2,4,1,80,0,0,0,0,0
2550,45,751,3,4,1,68,0,0,0,0,0
2551,29,702,1,3,1,84,0,0,0,1,0
2552,39,753,14,10,0,80,0,0,0,0,0
2553,24,566,3,3,1,82,1,0,0,1,0
2554,30,807,11,12,1,59,1,0,0,0,0
2555,33,597,2,5,0,71,0,0,1,0,0
2556,23,611,2,6,1,73,0,0,0,0,0
2557,44,724,12,13,1,82,0,0,0,1,1
2558,39,849,2,5,1,90,0,0,0,1,0
2559,28,843,6,7,1,62,0,0,0,0,0
2560,31,705,11,12,1,93,0,0,1,0,1
2561,27,486,9,7,1,73,0,0,0,0,0
2562,31,777,2,4,1,78,1,1,0,0,0
2563,30,681,12,10,1,76,0,0,0,0,0
2564,43,578,2,3,1,78,0,0,0,0,0
2565,43,766,12,13,1,66,0,0,0,0,0
2566,43,563,14,11,1,100,0,0,0,1,1
2567,34,744,4,2,1,89,1,0,0,1,0
2568,37,805,2,2,1,75,1,1,0,0,0
2569,42,569,4,4,1,77,0,0,0,0,0
2570,35,676,12,14,1,85,0,0,0,0,1
2571,26,776,6,11,1,89,0,0,1,1,0
2572,45,705,14,14,1,61,1,0,0,0,0
2573,35,895,11,11,1,78,0,0,1,0,0
2574,25,803,1,6,1,78,0,0,0,0,0
2575,25,614,3,6,1,88,0,0,1,0,0
2576,45,738,4,5,1,75,1,0,0,0,0
2577,31,684,13,15,1,68,0,0,0,0,0
2578,39,777,2,3,1,75,0,0,0,0,0
2579,45,732,4,3,1,73,0,0,0,0,0
2580,36,510,4,3,1,78,0,0,1,0,0
2581,41,656,2,3,1,92,0,0,0,1,0
2582,34,814,3,6,1,64,1,0,1,0,0
2583,32,790,2,2,1,73,0,0,0,0,0
2584,24,486,3,3,1,68,0,0,0,0,0
2585,32,556,4,4,0,66,0,1,1,0,0
2586,40,950,11,10,1,54,0,0,0,0,0
2587,45,752,2,5,1,71,0,0,0,0,0
2588,32,614,2,4,1,70,1,0,0,0,0
2589,22,648,2,3,0,78,0,0,1,0,0
2590,36,537,12,13,1,87,0,0,1,1,1
2591,27,741,3,4,1,78,0,0,0,0,0
2592,32,652,3,2,1,89,0,0,0,1,0
2593,37,529,3,5,1,77,0,0,0,0,0
2594,43,871,14,10,0,79,0,0,1,0,0
2595,32,596,13,15,0,76,1,0,0,0,0
2596,28,792,9,12,1,88,0,1,1,1,1
2597,35,664,4,3,1,82,0,1,0,1,0
2598,26,717,3,6,1,53,0,0,1,0,0
2599,45,840,2,4,1,72,0,0,1,0,0
2600,30,612,4,2,1,75,0,0,0,0,0
2601,44,689,13,13,1,84,0,1,0,0,0
2602,29,868,7,9,1,69,0,1,0,0,0
2603,39,676,4,5,1,62,1,0,0,0,0
2604,24,569,3,6,1,95,0,0,0,0,0
2605,45,685,14,10,1,74,0,0,0,0,0
2606,39,588,3,6,1,71,0,0,0,0,0
2607,26,725,3,6,0,86,0,0,1,1,0
2608,39,564,3,4,1,83,0,1,0,1,0
2609,45,622,14,11,0,82,0,0,0,0,0
2610,33,635,14,13,1,77,0,0,1,0,0
2611,41,702,14,15,1,70,1,0,0,0,0
2612,42,705,2,2,0,80,0,0,0,0,0
2613,31,730,11,15,1,62,1,0,0,0,0
2614,35,704,14,15,1,73,0,0,0,0,0
2615,30,557,3,2,1,78,1,0,0,0,0
2616,29,754,2,3,0,69,1,0,0,0,0
2617,33,860,2,6,0,64,1,1,0,0,0
2618,39,808,4,2,1,69,0,0,0,0,0
2619,22,755,2,4,1,82,0,0,0,1,0
2620,33,671,11,13,1,80,0,0,0,0,0
2621,42,588,2,2,1,56,0,1,0,0,0
2622,44,691,13,10,0,84,0,0,1,1,0
2623,45,572,13,10,1,82,0,0,0,1,0
2624,28,628,3,3,1,75,0,0,0,0,0
2625,35,661,12,14,1,69,0,0,0,0,0
2626,22,551,2,5,0,94,1,1,1,0,0
2627,43,572,13,13,1,85,1,0,0,1,1
2628,34,668,3,5,1,75,0,0,0,0,0
2629,25,850,3,3,1,80,0,0,1,0,0
2630,39,682,4,3,1,74,0,0,0,0,0
2631,41,689,14,13,0,57,0,1,0,0,0
2632,33,637,3,6,1,73,0,0,1,0,0
2633,36,725,14,13,1,81,0,0,0,0,0
2634,33,652,2,4,1,76,0,0,0,0,0
2635,30,754,4,2,1,66,0,0,1,0,0
2636,43,813,11,15,1,99,0,1,0,1,1
2637,26,713,7,11,1,58,0,0,0,0,0
2638,23,756,2,2,0,80,0,0,0,0,0
2639,34,716,3,2,1,59,0,0,0,0,0
2640,44,550,2,4,1,59,0,1,0,0,0
2641,27,699,7,7,1,67,0,0,0,0,0
2642,25,804,2,6,1,67,0,0,0,0,0
2643,35,635,11,11,1,79,0,1,0,0,0
2644,42,769,13,12,1,62,0,1,0,0,0
2645,35,566,4,5,1,85,0,0,0,0,0
2646,29,868,6,11,0,89,1,0,0,0,0
2647,34,853,2,3,1,74,0,0,0,0,0
2648,41,814,13,11,1,94,1,0,1,0,1
2649,40,618,12,11,1,69,0,1,0,0,0
2650,43,611,2,3,0,58,1,0,0,0,0
2651,23,751,2,3,0,82,0,0,0,1,0
2652,32,739,12,14,1,80,0,0,0,0,0
2653,25,662,2,2,1,70,1,0,0,0,0
2654,34,677,2,3,1,67,0,1,0,0,0
2655,38,657,4,3,1,69,1,0,0,0,0
2656,28,666,2,3,1,73,0,0,0,0,0
2657,27,580,3,5,1,84,0,0,0,1,0
2658,29,634,3,6,1,77,0,1,0,0,0
2659,35,612,2,5,1,73,0,0,1,0,0
2660,38,798,2,4,1,89,0,0,0,1,0
2661,42,659,3,2,1,76,0,0,0,0,0
2662,23,788,4,2,1,76,1,0,0,0,0
2663,43,666,4,6,1,92,1,0,1,0,0
2664,25,654,3,3,1,61,0,0,0,0,0
2665,42,817,11,10,0,61,0,0,0,0,0
2666,42,742,2,4,0,72,0,0,0,0,0
2667,32,728,4,6,1,67,0,1,0,0,0
2668,34,793,12,11,0,67,0,0,0,0,0
2669,29,629,2,5,1,79,0,0,0,0,0
2670,36,669,11,12,0,78,0,0,0,0,0
2671,24,684,2,6,1,95,1,0,0,0,0
2672,30,683,3,5,1,85,1,0,0,0,0
2673,45,667,2,4,1,79,0,0,0,0,0
2674,24,861,2,5,1,83,1,0,1,0,0
2675,30,705,2,2,1,84,0,0,0,1,0
2676,30,798,2,5,1,85,0,0,1,0,0
2677,38,694,2,6,1,66,1,0,0,0,0
2678,29,598,10,12,1,57,0,0,0,0,0
2679,22,593,1,6,1,74,0,0,1,0,0
2680,42,795,14,13,0,94,0,0,0,1,1
2681,44,665,2,4,1,68,0,0,0,0,0
2682,40,501,12,11,1,70,1,1,0,0,0
2683,43,692,3,4,0,67,0,1,0,0,0
2684,44,678,12,15,1,63,0,0,0,0,0
2685,28,869,1,4,0,86,0,0,1,1,0
2686,25,586,2,4,1,63,0,0,0,0,0
2687,29,587,8,8,1,96,0,0,0,0,0
2688,31,658,12,14,1,63,1,0,1,0,0
2689,41,931,3,3,0,59,0,0,0,0,0
2690,30,734,3,2,1,59,0,0,0,0,0
2691,28,691,6,12,0,86,1,1,0,0,1
2692,38,584,12,11,1,69,0,0,0,0,0
2693,22,814,5,3,1,82,0,0,1,1,0
2694,32,708,2,5,0,80,1,0,0,0,0
2695,28,795,2,2,0,90,0,0,0,0,0
2696,44,546,3,5,1,70,1,0,0,0,0
2697,38,562,11,10,1,77,0,0,0,0,0
2698,41,700,14,12,1,80,0,1,0,0,0
2699,27,846,8,10,1,73,0,0,0,0,0
2700,32,739,14,11,1,82,0,0,0,0,0
2701,39,680,13,15,1,61,1,0,1,0,0
2702,41,608,4,2,1,66,0,1,0,0,0
2703,28,850,1,4,1,65,0,0,0,0,0
2704,25,742,7,11,1,71,0,0,0,0,0
2705,23,718,1,2,1,70,1,1,0,0,0
2706,31,702,13,13,1,73,0,0,1,0,0
2707,23,537,5,6,1,65,0,0,0,0,0
2708,22,626,1,3,1,73,0,0,0,0,0
2709,36,764,3,4,0,78,1,0,0,0,0
2710,29,621,6,7,1,76,1,1,0,0,0
2711,45,761,3,2,1,79,0,0,0,0,0
2712,23,563,2,2,0,92,1,0,0,1,0
2713,42,667,2,3,1,66,0,0,1,0,0
2714,23,785,1,2,1,88,0,1,1,0,0
2715,37,628,2,4,1,62,1,0,0,0,0
2716,31,596,11,10,0,81,0,0,0,1,0
2717,35,699,12,12,1,59,1,1,0,0,0
2718,34,527,4,4,1,73,0,1,0,0,0
2719,39,711,3,5,1,71,1,0,0,0,0
2720,39,780,13,11,1,65,1,0,0,0,0
2721,28,838,9,7,1,77,1,0,0,0,0
2722,35,782,13,14,0,85,1,0,0,0,1
2723,22,601,1,3,1,94,0,0,0,1,0
2724,37,614,14,12,1,86,0,0,0,1,1
2725,27,677,9,8,1,82,0,0,0,0,0
2726,29,573,10,11,1,58,0,0,0,0,0
2727,33,836,11,11,1,69,0,0,0,0,0
2728,38,879,12,15,1,80,0,1,0,0,1
2729,26,610,8,10,0,92,0,0,0,1,0
2730,30,950,12,12,1,89,0,0,0,1,1
2731,34,928,4,6,0,76,0,0,0,0,0
2732,44,734,3,2,1,64,0,0,0,0,0
2733,28,683,1,5,1,64,0,0,0,0,0
2734,28,575,8,12,1,78,1,0,0,0,0
2735,40,787,11,14,1,78,0,0,0,0,0
2736,34,743,13,13,0,56,0,1,0,0,0
2737,26,875,3,5,1,65,0,0,0,0,0
2738,31,719,13,14,0,72,0,0,0,0,0
2739,24,778,1,5,0,58,0,0,0,0,0
2740,22,798,1,4,0,73,0,0,0,0,0
2741,39,696,2,3,1,60,0,0,0,0,0
2742,43,599,2,5,0,76,0,0,0,0,0
2743,39,570,13,11,1,85,1,0,0,0,0
2744,31,560,12,12,1,72,0,1,0,0,0
2745,29,741,9,12,0,82,0,0,0,1,0
2746,23,563,4,4,1,70,0,0,0,0,0
2747,41,658,3,6,1,78,1,0,0,0,0
2748,31,671,13,11,0,75,1,0,0,0,0
2749,34,577,12,13,1,83,0,0,0,1,0
2750,36,768,14,14,0,70,0,0,0,0,0
2751,34,750,4,3,1,69,1,1,0,0,0
2752,26,663,8,7,1,65,0,1,0,0,0
2753,32,812,11,15,1,92,0,0,0,1,1
2754,37,501,14,15,1,66,1,1,0,0,0
2755,39,612,3,2,1,61,0,0,0,0,0
2756,34,803,12,11,1,65,0,1,0,0,0
2757,29,606,2,4,1,59,0,0,0,0,0
2758,26,640,7,12,0,77,0,0,1,0,0
2759,39,810,14,13,1,59,0,0,0,0,0
2760,39,677,12,15,1,72,0,0,0,0,0
2761,29,760,6,11,1,85,0,0,0,1,0
2762,43,823,13,14,1,76,0,0,0,0,0
2763,29,668,9,7,0,88,0,0,0,1,0
2764,43,631,14,11,1,70,1,1,0,0,0
2765,44,708,12,10,1,83,0,0,0,1,0
2766,37,791,12,10,1,66,0,1,0,0,0
2767,39,565,13,11,1,71,0,1,0,0,0
2768,24,695,1,2,1,72,0,1,0,0,0
2769,37,753,13,12,1,69,0,0,0,0,0
2770,43,793,14,14,1,71,0,0,0,0,0
2771,32,872,12,14,1,83,0,0,0,1,1
2772,34,751,2,4,1,81,0,1,1,0,0
2773,37,659,12,13,1,73,1,0,0,0,0
2774,42,808,13,14,1,65,0,0,0,0,0
2775,28,581,1,4,1,93,0,0,0,0,0
2776,27,727,2,4,1,70,1,0,1,0,0
2777,42,666,2,2,1,67,0,0,1,0,0
2778,30,778,3,4,1,70,1,0,0,0,0
2779,39,557,13,12,0,83,0,0,0,0,0
2780,40,762,13,11,1,87,1,0,0,1,1
2781,42,682,3,5,1,83,0,1,0,1,0
2782,29,709,8,7,0,76,0,0,1,0,0
2783,26,735,6,10,1,56,1,0,0,0,0
2784,40,807,2,6,1,71,1,0,0,0,0
2785,40,782,11,15,1,92,0,0,1,1,1
2786,26,756,3,5,1,72,0,0,0,0,0
2787,22,736,1,6,1,86,1,0,0,1,0
2788,25,798,1,5,1,70,1,0,0,0,0
2789,31,782,3,6,1,57,0,0,0,0,0
2790,36,765,12,14,0,74,0,0,0,0,0
2791,23,613,3,5,1,83,0,1,0,0,0
2792,43,865,2,2,1,93,1,0,0,1,0
2793,28,828,2,3,1,84,1,0,0,0,0
2794,43,613,2,4,1,54,0,1,0,0,0
2795,41,741,13,14,1,60,0,0,1,0,0
2796,43,566,4,5,1,78,0,0,0,0,0
2797,22,590,3,5,1,84,0,0,1,0,0
2798,27,657,3,2,1,81,0,1,0,0,0
2799,24,613,1,5,1,68,0,0,1,0,0
2800,38,830,2,6,1,75,1,0,0,0,0
2801,38,778,2,3,0,84,0,0,1,0,0
2802,32,694,3,5,1,77,1,0,0,0,0
2803,35,842,2,3,1,63,1,1,0,0,0
2804,26,808,8,10,1,53,1,0,0,0,0
2805,36,879,4,3,1,66,1,0,0,0,0
2806,44,825,4,5,1,74,0,0,0,0,0
2807,26,913,6,12,0,89,0,0,0,0,0
2808,39,667,3,4,1,70,0,0,0,0,0
2809,24,788,1,3,1,79,0,0,0,0,0
2810,39,656,11,15,0,82,1,0,0,0,0
2811,41,608,12,14,1,64,0,0,0,0,0
2812,28,698,7,10,0,83,0,0,0,1,0
2813,31,682,14,15,1,82,1,0,0,1,1
2814,44,619,4,4,0,72,0,0,0,0,0
2815,45,876,2,5,0,68,0,1,1,0,0
2816,36,846,3,3,0,82,0,0,0,0,0
2817,32,609,13,11,1,69,0,0,0,0,0
2818,35,703,14,11,1,66,0,1,0,0,0
2819,42,827,11,11,1,68,0,0,0,0,0
2820,22,697,1,6,1,58,1,0,0,0,0
2821,25,743,10,15,1,73,1,0,0,0,0
2822,30,596,2,3,1,62,0,0,0,0,0
2823,25,584,2,5,1,88,0,0,0,0,0
2824,34,759,11,13,0,83,0,0,0,1,1
2825,32,664,2,3,1,84,0,0,0,1,0
2826,43,950,4,2,1,87,0,0,0,0,0
2827,32,742,3,5,1,56,1,0,0,0,0
2828,42,681,2,3,1,69,0,0,0,0,0
2829,42,713,3,6,1,61,0,0,0,0,0
2830,30,950,4,2,0,64,0,0,0,0,0
2831,25,813,2,5,1,68,0,0,0,0,0
2832,31,757,4,2,0,76,0,0,0,0,0
2833,24,685,5,2,1,73,0,0,0,0,0
2834,40,356,14,11,1,95,1,1,1,1,1
2835,38,668,13,12,0,87,1,1,0,1,1
2836,22,350,1,2,1,83,0,0,0,1,0
2837,28,572,7,11,1,76,1,0,0,0,0
2838,38,645,4,6,1,60,1,0,0,0,0
2839,39,779,12,13,1,79,0,0,0,0,0
2840,22,631,5,6,1,73,0,0,0,0,0
2841,40,591,14,15,1,73,0,0,0,0,0
2842,34,734,12,14,1,75,0,1,1,0,1
2843,38,626,14,15,1,77,1,0,0,0,0
2844,35,879,4,2,1,79,1,0,1,0,0
2845,22,513,4,3,1,81,0,0,0,1,0
2846,22,648,1,6,1,69,1,0,0,0,0
2847,41,660,11,10,0,95,0,0,0,0,0
2848,44,576,4,5,1,96,0,0,0,1,0
2849,35,837,12,11,0,74,0,0,0,0,0
2850,44,700,3,5,1,71,0,0,0,0,0
2851,29,726,2,3,1,62,1,0,0,0,0
2852,45,740,11,15,1,77,0,0,1,0,0
2853,33,585,12,12,1,62,0,0,0,0,0
2854,33,912,14,10,1,77,1,0,1,0,0
2855,42,746,3,4,1,74,0,0,0,0,0
2856,34,620,12,14,1,86,0,0,0,0,1
2857,41,590,3,2,1,74,1,0,0,0,0
2858,29,829,2,5,1,82,1,1,1,1,0
2859,43,699,2,4,1,73,0,0,0,0,0
2860,32,525,11,12,1,73,1,0,0,0,0
2861,45,761,14,10,1,70,0,0,0,0,0
2862,35,622,13,10,1,75,1,0,1,0,0
2863,36,819,14,11,1,69,0,0,0,0,0
2864,35,661,13,15,1,77,0,1,1,0,1
2865,39,876,12,14,1,78,0,0,0,0,0
2866,40,652,11,15,1,78,1,0,0,0,0
2867,25,739,1,2,1,50,0,0,0,0,0
2868,36,774,4,4,1,59,1,0,0,0,0
2869,35,819,11,11,1,68,0,0,0,0,0
2870,45,688,12,10,1,83,0,0,0,0,0
2871,31,757,12,15,0,76,0,0,0,0,0
2872,42,659,2,2,1,90,0,0,1,0,0
2873,43,559,11,13,1,91,0,0,0,0,0
2874,34,722,3,2,1,87,0,0,0,0,0
2875,40,798,12,14,1,72,0,0,0,0,0
2876,28,811,8,11,1,69,0,0,0,0,0
2877,39,816,2,3,1,75,0,1,1,0,0
2878,29,752,2,6,1,87,0,0,0,0,0
2879,37,502,2,6,1,78,0,0,0,0,0
2880,39,687,11,11,1,85,0,1,0,1,1
2881,24,594,1,5,1,63,0,1,1,0,0
2882,22,785,2,2,1,85,1,0,0,1,0
2883,42,800,14,15,1,70,0,1,1,0,1
2884,35,541,2,5,1,78,0,0,0,0,0
2885,30,648,3,6,1,70,0,1,0,0,0
2886,23,698,1,5,1,71,1,1,1,0,0
2887,43,710,3,2,1,77,0,1,0,0,0
2888,45,682,13,12,1,84,1,0,0,0,0
2889,29,584,3,2,1,63,1,0,0,0,0
2890,39,769,13,11,0,82,0,0,0,1,0
2891,28,686,6,11,1,62,0,0,0,0,0
2892,42,753,14,15,1,76,0,1,0,0,0
2893,30,641,12,12,1,83,0,0,1,1,1
2894,28,570,7,10,0,66,0,0,0,0,0
2895,43,663,12,14,1,86,0,0,0,0,1
2896,38,642,14,12,1,65,0,0,0,0,0
2897,27,692,9,10,1,91,0,0,0,1,0
2898,23,909,2,2,0,79,0,1,0,0,0
2899,27,739,3,2,0,85,0,0,1,0,0
2900,24,778,1,2,1,66,0,0,0,0,0
2901,35,723,14,14,1,65,0,0,0,0,0
2902,34,834,4,2,1,84,0,0,1,1,0
2903,39,628,11,11,1,71,0,1,0,0,0
2904,43,665,2,5,1,72,0,1,0,0,0
2905,44,850,4,3,1,75,1,0,0,0,0
2906,27,726,3,5,1,76,0,1,0,0,0
2907,31,752,4,4,1,66,0,0,1,0,0
2908,33,674,4,4,0,78,0,1,0,0,0
2909,41,741,12,11,1,81,0,0,0,1,0
2910,27,633,2,6,1,63,0,0,0,0,0
2911,24,651,3,6,0,67,0,0,0,0,0
2912,36,638,4,4,1,88,0,0,0,0,0
2913,43,596,13,13,1,83,0,1,0,1,1
2914,39,599,12,14,1,72,1,0,0,0,0
2915,23,617,3,5,0,69,0,0,0,0,0
2916,35,532,4,5,1,75,1,1,0,0,0
2917,44,658,4,5,1,64,0,1,0,0,0
2918,32,670,3,2,1,61,0,0,0,0,0
2919,24,719,2,4,1,75,0,0,0,0,0
2920,26,720,9,9,1,76,1,0,0,0,0
2921,41,717,3,6,1,54,0,0,1,0,0
2922,44,588,4,2,1,70,0,0,0,0,0
2923,24,594,1,3,1,80,0,0,0,0,0
2924,26,797,7,11,1,89,0,0,0,1,0
2925,31,857,3,4,1,87,0,0,0,0,0
2926,22,841,1,3,1,80,0,0,0,0,0
2927,28,660,1,4,1,76,1,0,0,0,0
2928,23,627,1,4,1,76,0,0,0,0,0
2929,36,566,12,13,1,62,0,1,0,0,0
2930,41,870,14,11,1,85,0,0,0,1,1
2931,43,648,4,5,1,71,0,0,0,0,0
2932,26,817,3,2,1,77,0,0,0,0,0
2933,45,661,3,4,1,88,1,0,0,1,0
2934,24,835,3,2,1,48,1,1,0,0,0
2935,25,636,3,6,0,80,0,0,0,0,0
2936,43,609,13,13,1,59,0,0,0,0,0
2937,41,793,13,11,0,75,0,0,1,0,0
2938,38,448,12,10,1,70,0,0,0,0,0
2939,24,794,4,3,1,65,0,0,0,0,0
2940,40,664,13,12,1,82,0,1,0,0,0
2941,32,788,12,13,1,77,0,0,0,0,0
2942,38,766,14,13,1,86,0,1,0,1,1
2943,34,752,13,14,0,82,0,1,0,1,1
2944,32,607,11,15,0,64,1,1,1,0,1
