Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired,BackendSkill,ProjectCompletionExperience,InternationalExperience
23,767,5,6,1,57,0,0,0,0,0,28.5,1.2,3835
43,632,2,5,0,75,0,0,0,0,0,37.5,2.5,1264
42,676,2,2,1,77,1,0,0,0,0,38.8,1.0,1352
41,665,14,11,1,77,0,0,0,0,0,38.5,0.7857142857142857,9310
32,855,4,6,1,76,0,0,0,0,0,38.0,1.5,3420
36,539,14,10,1,77,0,0,0,0,0,38.5,0.7142857142857143,7546
30,464,14,14,1,95,0,0,0,1,1,47.5,1.0,6496
24,593,2,2,1,75,0,0,0,0,0,37.5,1.0,1186
22,737,5,6,0,67,0,1,0,0,0,33.7,1.2,3685
24,668,4,4,0,62,0,0,0,0,0,31.0,1.0,2672
40,745,12,13,1,84,0,0,0,1,1,42.0,1.0833333333333333,8940
39,636,3,2,1,74,0,0,0,0,0,37.0,0.6666666666666666,1908
29,684,8,12,1,83,1,0,0,0,0,41.8,1.5,5472
34,597,3,4,1,74,0,1,0,0,0,37.2,1.3333333333333333,1791
32,777,4,5,0,77,0,0,0,0,0,38.5,1.25,3108
26,709,9,9,0,60,1,1,0,0,0,30.5,1.0,6381
30,630,4,3,1,83,1,0,1,1,0,41.8,0.75,2520
42,641,2,5,0,88,0,0,0,1,0,44.0,2.5,1282
35,750,4,5,1,64,0,1,0,0,0,32.2,1.25,3000
32,736,13,15,0,65,0,1,0,0,0,32.7,1.1538461538461537,9568
36,787,3,2,1,70,0,0,1,0,0,35.0,0.6666666666666666,2361
28,716,2,6,1,73,0,0,0,0,0,36.5,3.0,1432
45,525,2,2,1,80,0,0,0,0,0,40.0,1.0,1050
31,655,2,4,1,63,0,0,1,0,0,31.5,2.0,1310
45,884,14,13,1,56,0,0,0,0,0,28.0,0.9285714285714286,12376
45,879,4,6,1,64,0,0,1,0,0,32.0,1.5,3516
29,532,7,7,1,65,0,0,0,0,0,32.5,1.0,3724
23,647,4,5,1,79,0,0,0,0,0,39.5,1.25,2588
28,543,3,6,0,63,0,0,0,0,0,31.5,2.0,1629
34,646,4,2,1,88,0,0,0,0,0,44.0,0.5,2584
40,770,4,5,0,100,0,0,0,1,0,50.0,1.25,3080
28,559,9,7,1,91,1,0,0,1,0,45.8,0.7777777777777778,5031
22,615,4,3,1,92,1,0,0,0,0,46.3,0.75,2460
31,721,2,6,0,60,0,1,0,0,0,30.2,3.0,1442
39,687,3,3,1,71,0,0,0,0,0,35.5,1.0,2061
39,705,3,4,1,77,0,0,0,0,0,38.5,1.3333333333333333,2115
44,629,4,5,1,59,0,0,0,0,0,29.5,1.25,2516
33,698,11,12,1,73,0,0,0,0,0,36.5,1.0909090909090908,7678
42,645,3,3,1,86,0,0,1,1,0,43.0,1.0,1935
44,639,14,11,1,67,0,0,0,0,0,33.5,0.7857142857142857,8946
31,669,14,13,0,76,0,0,0,0,0,38.0,0.9285714285714286,9366
28,810,3,3,1,58,1,1,0,0,0,29.5,1.0,2430
33,803,3,4,1,82,0,1,1,0,0,41.2,1.3333333333333333,2409
45,786,2,2,1,71,0,0,0,0,0,35.5,1.0,1572
39,662,2,4,1,86,1,0,0,0,0,43.3,2.0,1324
39,592,4,6,0,98,0,1,0,1,0,49.2,1.5,2368
37,690,13,15,0,63,0,0,0,0,0,31.5,1.1538461538461537,8970
37,793,2,6,1,64,0,0,1,0,0,32.0,3.0,1586
34,549,3,2,1,87,0,0,0,0,0,43.5,0.6666666666666666,1647
34,660,3,3,1,71,0,0,0,0,0,35.5,1.0,1980
38,743,4,3,1,72,0,1,0,0,0,36.2,0.75,2972
22,654,1,4,1,80,0,0,1,0,0,40.0,4.0,654
32,846,11,14,1,75,1,0,1,0,1,37.8,1.2727272727272727,9306
38,836,2,4,1,70,0,0,0,0,0,35.0,2.0,1672
31,866,11,10,1,64,0,1,0,0,0,32.2,0.9090909090909091,9526
39,806,4,3,1,48,1,0,0,0,0,24.3,0.75,3224
23,598,1,3,1,63,0,1,1,0,0,31.7,3.0,598
35,580,14,13,1,90,0,0,1,0,1,45.0,0.9285714285714286,8120
28,678,6,10,0,76,1,0,1,0,0,38.3,1.6666666666666667,4068
40,580,2,5,1,91,0,0,0,0,0,45.5,2.5,1160
30,854,12,14,1,60,0,0,0,0,0,30.0,1.1666666666666667,10248
33,718,13,13,0,75,0,0,0,0,0,37.5,1.0,9334
43,709,13,14,1,87,0,0,0,1,1,43.5,1.0769230769230769,9217
30,745,3,2,1,63,0,0,0,0,0,31.5,0.6666666666666666,2235
30,674,14,10,1,70,0,0,0,0,0,35.0,0.7142857142857143,9436
28,610,6,10,1,58,0,0,1,0,0,29.0,1.6666666666666667,3660
24,717,4,5,0,73,0,0,0,0,0,36.5,1.25,2868
41,641,13,14,1,67,1,1,0,0,0,34.0,1.0769230769230769,8333
39,758,4,5,1,72,0,0,0,0,0,36.0,1.25,3032
35,732,13,14,1,75,0,0,0,0,0,37.5,1.0769230769230769,9516
34,700,4,4,1,75,0,0,0,0,0,37.5,1.0,2800
27,786,1,5,0,60,0,0,1,0,0,30.0,5.0,786
43,867,14,12,1,80,0,0,0,0,0,40.0,0.8571428571428571,12138
45,802,4,6,1,71,0,1,0,0,0,35.7,1.5,3208
41,766,2,5,1,74,0,0,0,0,0,37.0,2.5,1532
30,688,3,4,1,75,0,0,0,0,0,37.5,1.3333333333333333,2064
23,634,2,4,0,73,0,0,0,0,0,36.5,2.0,1268
35,704,4,3,0,70,0,0,0,0,0,35.0,0.75,2816
33,630,12,12,1,79,0,0,1,0,0,39.5,1.0,7560
30,677,2,6,0,81,0,0,0,0,0,40.5,3.0,1354
40,685,3,5,1,67,0,0,0,0,0,33.5,1.6666666666666667,2055
30,471,14,15,0,77,0,0,0,0,0,38.5,1.0714285714285714,6594
44,765,11,11,1,88,1,1,0,1,1,44.5,1.0,8415
35,730,12,14,1,59,0,1,0,0,0,29.7,1.1666666666666667,8760
43,613,3,6,0,57,1,0,0,0,0,28.8,2.0,1839
41,596,3,6,1,53,0,0,1,0,0,26.5,2.0,1788
32,734,11,13,1,89,0,0,0,1,1,44.5,1.1818181818181819,8074
29,769,2,4,0,74,1,0,1,0,0,37.3,2.0,1538
34,708,3,5,0,83,0,0,0,0,0,41.5,1.6666666666666667,2124
35,837,14,10,1,97,1,0,0,0,1,48.8,0.7142857142857143,11718
23,718,1,2,1,76,0,1,0,0,0,38.2,2.0,718
36,704,12,11,1,63,0,0,0,0,0,31.5,0.9166666666666666,8448
26,692,2,5,0,62,0,0,0,0,0,31.0,2.5,1384
23,565,2,2,0,76,1,0,0,0,0,38.3,1.0,1130
25,818,1,3,0,71,0,1,0,0,0,35.7,3.0,818
25,802,1,5,0,76,1,0,0,0,0,38.3,5.0,802
36,661,4,5,1,78,1,0,1,0,0,39.3,1.25,2644
31,680,13,15,1,78,0,1,0,0,0,39.2,1.1538461538461537,8840
32,660,4,6,0,78,0,0,0,0,0,39.0,1.5,2640
22,635,1,2,1,77,1,0,0,0,0,38.8,2.0,635
35,595,14,10,1,68,1,0,0,0,0,34.3,0.7142857142857143,8330
42,786,14,10,1,68,0,0,0,0,0,34.0,0.7142857142857143,11004
22,837,2,6,1,67,0,0,0,0,0,33.5,3.0,1674
28,741,1,3,1,80,0,0,1,0,0,40.0,3.0,741
27,848,9,8,1,63,1,1,1,0,0,32.0,0.8888888888888888,7632
42,882,11,15,1,66,0,0,0,0,0,33.0,1.3636363636363635,9702
35,815,14,14,1,91,1,0,1,0,1,45.8,1.0,11410
30,816,12,13,1,55,0,0,0,0,0,27.5,1.0833333333333333,9792
41,883,12,12,1,68,1,0,0,0,0,34.3,1.0,10596
41,625,14,12,1,86,0,0,0,1,1,43.0,0.8571428571428571,8750
36,623,2,3,1,67,0,0,0,0,0,33.5,1.5,1246
42,760,3,2,1,59,0,1,1,0,0,29.7,0.6666666666666666,2280
41,855,12,12,1,72,0,0,0,0,0,36.0,1.0,10260
23,776,2,5,1,79,0,1,1,0,0,39.7,2.5,1552
45,798,4,5,0,71,1,0,0,0,0,35.8,1.25,3192
33,692,14,14,1,71,1,1,1,0,1,36.0,1.0,9688
23,718,1,6,0,94,0,0,0,1,0,47.0,6.0,718
34,722,2,5,0,69,0,1,0,0,0,34.7,2.5,1444
31,749,14,11,1,89,1,0,1,0,1,44.8,0.7857142857142857,10486
24,759,2,2,1,70,0,0,0,0,0,35.0,1.0,1518
45,881,4,3,1,70,0,1,1,0,0,35.2,0.75,3524
41,712,14,15,1,73,0,0,0,0,0,36.5,1.0714285714285714,9968
30,664,12,10,1,68,0,0,0,0,0,34.0,0.8333333333333334,7968
36,596,2,6,0,74,1,0,0,0,0,37.3,3.0,1192
25,680,7,7,0,73,0,1,0,0,0,36.7,1.0,4760
39,889,12,15,1,70,0,1,0,0,1,35.2,1.25,10668
28,634,2,3,1,58,0,0,0,0,0,29.0,1.5,1268
34,725,13,15,1,73,1,0,0,0,0,36.8,1.1538461538461537,9425
26,708,7,7,1,67,0,1,0,0,0,33.7,1.0,4956
42,740,12,11,1,60,0,0,0,0,0,30.0,0.9166666666666666,8880
23,793,1,2,1,92,0,0,1,0,0,46.0,2.0,793
40,719,3,2,1,71,1,1,0,0,0,36.0,0.6666666666666666,2157
27,850,7,10,1,63,0,1,0,0,0,31.7,1.4285714285714286,5950
35,828,14,14,1,62,0,0,0,0,0,31.0,1.0,11592
28,652,3,6,1,87,0,0,1,0,0,43.5,2.0,1956
37,500,11,11,1,67,0,0,0,0,0,33.5,1.0,5500
33,670,11,13,1,92,0,1,0,1,1,46.2,1.1818181818181819,7370
28,658,6,8,0,66,0,0,0,0,0,33.0,1.3333333333333333,3948
44,722,12,11,0,88,0,0,0,1,1,44.0,0.9166666666666666,8664
43,685,14,14,1,85,1,0,0,0,1,42.8,1.0,9590
33,828,3,3,0,69,0,0,0,0,0,34.5,1.0,2484
32,630,4,5,1,70,0,0,0,0,0,35.0,1.25,2520
41,688,4,3,1,72,0,1,0,0,0,36.2,0.75,2752
42,667,11,14,0,90,0,1,0,0,1,45.2,1.2727272727272727,7337
40,844,14,14,1,93,1,0,0,1,1,46.8,1.0,11816
45,867,12,14,1,98,0,0,0,1,1,49.0,1.1666666666666667,10404
32,746,4,5,0,42,1,0,0,0,0,21.3,1.25,2984
27,703,7,10,1,72,0,0,1,0,0,36.0,1.4285714285714286,4921
33,689,2,4,1,66,0,1,1,0,0,33.2,2.0,1378
40,559,3,3,1,98,0,1,0,0,0,49.2,1.0,1677
33,774,2,4,1,82,0,0,0,0,0,41.0,2.0,1548
28,817,1,5,0,79,1,0,0,0,0,39.8,5.0,817
44,581,3,5,1,85,1,0,1,0,0,42.8,1.6666666666666667,1743
36,542,3,2,0,66,1,0,0,0,0,33.3,0.6666666666666666,1626
29,509,2,3,1,67,0,0,0,0,0,33.5,1.5,1018
25,661,6,9,1,80,1,0,0,0,0,40.3,1.5,3966
29,750,2,5,1,61,0,1,0,0,0,30.7,2.5,1500
35,530,2,2,1,74,0,0,0,0,0,37.0,1.0,1060
31,684,13,10,1,70,1,1,0,0,0,35.5,0.7692307692307693,8892
30,569,2,5,0,73,0,0,0,0,0,36.5,2.5,1138
34,665,13,11,1,67,0,0,1,0,0,33.5,0.8461538461538461,8645
34,608,13,14,1,63,1,0,0,0,0,31.8,1.0769230769230769,7904
39,617,13,10,1,73,0,0,0,0,0,36.5,0.7692307692307693,8021
23,882,3,4,1,81,0,1,0,0,0,40.7,1.3333333333333333,2646
34,778,2,6,0,72,0,0,0,0,0,36.0,3.0,1556
45,713,2,4,1,40,0,1,0,0,0,20.2,2.0,1426
30,586,2,3,0,97,0,0,0,1,0,48.5,1.5,1172
38,598,2,2,1,81,0,0,0,0,0,40.5,1.0,1196
33,646,3,3,1,75,0,0,0,0,0,37.5,1.0,1938
30,831,13,10,1,80,0,0,0,0,0,40.0,0.7692307692307693,10803
35,765,4,3,1,61,0,0,0,0,0,30.5,0.75,3060
43,723,2,6,1,67,1,0,0,0,0,33.8,3.0,1446
37,924,13,15,1,99,1,0,0,1,1,49.8,1.1538461538461537,12012
38,536,11,14,1,66,0,0,0,0,0,33.0,1.2727272727272727,5896
34,673,3,4,1,74,0,0,0,0,0,37.0,1.3333333333333333,2019
33,816,11,14,1,71,0,0,1,0,1,35.5,1.2727272727272727,8976
36,651,3,5,1,80,0,0,0,0,0,40.0,1.6666666666666667,1953
37,722,12,10,1,79,1,0,0,0,0,39.8,0.8333333333333334,8664
24,717,2,4,1,100,1,0,0,1,0,50.3,2.0,1434
30,726,2,5,1,84,0,0,0,0,0,42.0,2.5,1452
32,788,14,14,1,74,0,0,0,0,0,37.0,1.0,11032
40,758,3,6,1,84,0,0,0,1,0,42.0,2.0,2274
30,572,2,5,1,62,0,0,0,0,0,31.0,2.5,1144
41,854,3,6,1,64,0,0,0,0,0,32.0,2.0,2562
43,542,4,4,1,58,1,0,1,0,0,29.3,1.0,2168
36,540,14,13,1,67,0,0,0,0,0,33.5,0.9285714285714286,7560
27,652,1,6,1,83,0,0,0,1,0,41.5,6.0,652
31,801,12,13,1,55,1,0,1,0,1,27.8,1.0833333333333333,9612
43,728,13,13,1,73,0,0,0,0,0,36.5,1.0,9464
42,654,13,14,1,77,1,0,0,0,0,38.8,1.0769230769230769,8502
45,736,4,3,0,75,0,0,0,0,0,37.5,0.75,2944
35,763,4,5,0,68,0,0,1,0,0,34.0,1.25,3052
34,557,14,12,1,74,0,1,0,0,0,37.2,0.8571428571428571,7798
43,834,2,6,1,62,0,0,0,0,0,31.0,3.0,1668
45,714,3,6,1,66,0,0,0,0,0,33.0,2.0,2142
36,717,14,14,1,68,0,1,0,0,0,34.2,1.0,10038
38,607,2,6,1,95,0,0,0,0,0,47.5,3.0,1214
41,699,4,3,0,55,0,0,0,0,0,27.5,0.75,2796
24,828,2,5,0,88,1,0,1,0,0,44.3,2.5,1656
23,779,1,2,1,86,0,0,1,0,0,43.0,2.0,779
25,760,10,13,1,53,0,1,0,0,0,26.7,1.3,7600
31,840,4,2,1,67,0,0,0,0,0,33.5,0.5,3360
23,711,3,5,1,78,0,0,1,0,0,39.0,1.6666666666666667,2133
37,711,3,4,1,70,0,0,1,0,0,35.0,1.3333333333333333,2133
30,839,2,5,1,95,0,0,0,0,0,47.5,2.5,1678
27,481,9,9,1,81,0,0,0,1,0,40.5,1.0,4329
24,723,3,4,0,61,0,0,0,0,0,30.5,1.3333333333333333,2169
38,695,3,6,0,72,0,0,0,0,0,36.0,2.0,2085
27,672,2,6,1,71,0,0,0,0,0,35.5,3.0,1344
41,673,2,6,1,81,0,0,0,1,0,40.5,3.0,1346
38,746,12,13,1,94,0,0,0,0,1,47.0,1.0833333333333333,8952
24,869,3,2,1,84,0,0,0,1,0,42.0,0.6666666666666666,2607
26,726,7,7,1,75,0,0,0,0,0,37.5,1.0,5082
25,639,1,3,1,86,0,0,0,1,0,43.0,3.0,639
22,684,3,6,1,75,1,0,0,0,0,37.8,2.0,2052
36,789,4,5,1,67,0,1,0,0,0,33.7,1.25,3156
44,696,3,4,1,75,0,0,0,0,0,37.5,1.3333333333333333,2088
24,821,2,6,1,68,0,1,0,0,0,34.2,3.0,1642
44,515,14,12,0,92,0,0,0,0,0,46.0,0.8571428571428571,7210
39,689,12,11,1,61,1,1,0,0,0,31.0,0.9166666666666666,8268
37,756,12,12,1,70,1,0,0,0,0,35.3,1.0,9072
26,631,7,11,1,82,0,0,0,0,0,41.0,1.5714285714285714,4417
23,607,2,6,1,71,0,1,0,0,0,35.7,3.0,1214
31,755,14,10,0,80,0,1,0,0,0,40.2,0.7142857142857143,10570
38,658,11,11,0,71,0,1,0,0,0,35.7,1.0,7238
32,749,14,15,0,78,0,1,0,0,0,39.2,1.0714285714285714,10486
45,658,2,2,1,71,0,0,0,0,0,35.5,1.0,1316
37,790,13,12,1,67,0,0,1,0,0,33.5,0.9230769230769231,10270
39,722,12,11,1,82,0,0,0,1,0,41.0,0.9166666666666666,8664
31,517,14,14,1,87,1,0,0,1,1,43.8,1.0,7238
44,702,14,15,1,79,0,0,0,0,0,39.5,1.0714285714285714,9828
45,711,11,11,1,84,0,0,0,0,0,42.0,1.0,7821
41,742,14,12,1,77,0,0,0,0,0,38.5,0.8571428571428571,10388
29,638,1,2,1,82,0,1,0,0,0,41.2,2.0,638
42,566,4,4,1,79,0,0,0,0,0,39.5,1.0,2264
23,615,1,6,1,77,0,0,0,0,0,38.5,6.0,615
34,628,14,14,1,78,0,0,0,0,0,39.0,1.0,8792
30,726,12,13,1,58,0,1,0,0,0,29.2,1.0833333333333333,8712
30,733,12,10,1,73,0,0,0,0,0,36.5,0.8333333333333334,8796
26,788,7,12,1,78,0,0,1,0,0,39.0,1.7142857142857142,5516
32,623,3,2,1,59,0,0,0,0,0,29.5,0.6666666666666666,1869
29,805,1,4,1,75,0,0,0,0,0,37.5,4.0,805
34,580,2,5,1,76,0,0,0,0,0,38.0,2.5,1160
35,582,12,12,1,89,0,1,0,1,1,44.7,1.0,6984
27,743,2,6,0,79,0,0,0,0,0,39.5,3.0,1486
28,717,3,3,1,60,0,0,0,0,0,30.0,1.0,2151
40,648,4,5,1,85,0,0,0,0,0,42.5,1.25,2592
28,778,1,4,1,72,0,0,0,0,0,36.0,4.0,778
44,620,4,5,1,78,0,0,0,0,0,39.0,1.25,2480
35,586,14,10,1,62,0,0,1,0,0,31.0,0.7142857142857143,8204
30,950,12,11,1,66,0,0,0,0,0,33.0,0.9166666666666666,11400
29,631,2,6,1,78,1,0,0,0,0,39.3,3.0,1262
34,780,12,10,1,70,0,1,0,0,0,35.2,0.8333333333333334,9360
36,498,2,4,1,90,0,1,0,0,0,45.2,2.0,996
28,611,6,12,1,65,0,0,0,0,0,32.5,2.0,3666
39,718,14,11,1,68,0,0,0,0,0,34.0,0.7857142857142857,10052
41,831,4,3,0,82,1,1,0,1,0,41.5,0.75,3324
37,472,4,5,1,71,0,0,0,0,0,35.5,1.25,1888
22,471,2,3,1,82,0,0,0,1,0,41.0,1.5,942
26,696,3,4,0,78,0,0,1,0,0,39.0,1.3333333333333333,2088
25,753,1,5,0,95,0,0,0,1,0,47.5,5.0,753
32,525,11,14,1,79,0,0,0,0,0,39.5,1.2727272727272727,5775
25,623,3,6,1,74,0,0,1,0,0,37.0,2.0,1869
26,599,7,7,0,55,0,0,0,0,0,27.5,1.0,4193
32,836,14,13,1,74,0,0,0,0,0,37.0,0.9285714285714286,11704
26,694,2,5,1,75,0,0,0,0,0,37.5,2.5,1388
42,721,3,6,1,75,0,0,0,0,0,37.5,2.0,2163
39,753,3,4,1,81,0,0,0,1,0,40.5,1.3333333333333333,2259
40,727,11,10,1,85,0,0,0,1,1,42.5,0.9090909090909091,7997
39,650,4,6,0,74,0,1,0,0,0,37.2,1.5,2600
24,792,3,3,1,73,0,0,0,0,0,36.5,1.0,2376
30,663,3,6,1,56,0,0,0,0,0,28.0,2.0,1989
28,902,1,5,0,82,0,0,0,1,0,41.0,5.0,902
37,592,3,3,1,81,0,0,0,0,0,40.5,1.0,1776
27,642,7,10,1,65,0,0,1,0,0,32.5,1.4285714285714286,4494
26,783,7,8,0,87,0,0,0,1,0,43.5,1.1428571428571428,5481
45,718,14,14,1,66,0,0,0,0,0,33.0,1.0,10052
37,789,4,2,1,81,1,0,0,0,0,40.8,0.5,3156
44,622,14,11,0,72,0,0,0,0,0,36.0,0.7857142857142857,8708
42,859,3,4,1,69,1,0,1,0,0,34.8,1.3333333333333333,2577
42,636,4,2,1,64,0,1,0,0,0,32.2,0.5,2544
39,710,12,12,1,81,0,0,1,1,1,40.5,1.0,8520
26,608,2,6,0,67,1,1,0,0,0,34.0,3.0,1216
31,778,2,2,1,81,0,0,1,1,0,40.5,1.0,1556
31,629,2,2,0,76,0,0,0,0,0,38.0,1.0,1258
42,709,4,3,1,75,0,0,0,0,0,37.5,0.75,2836
27,764,9,7,1,70,0,1,1,0,0,35.2,0.7777777777777778,6876
24,770,2,6,1,77,1,0,0,0,0,38.8,3.0,1540
34,592,13,15,0,91,0,0,1,1,1,45.5,1.1538461538461537,7696
38,754,3,3,1,79,0,0,0,0,0,39.5,1.0,2262
40,700,2,3,1,73,0,0,0,0,0,36.5,1.5,1400
35,780,3,5,0,78,0,1,0,0,0,39.2,1.6666666666666667,2340
26,613,10,10,0,52,1,0,0,0,0,26.3,1.0,6130
22,738,1,6,1,68,0,0,0,0,0,34.0,6.0,738
30,767,4,3,0,67,0,0,0,0,0,33.5,0.75,3068
24,855,1,6,1,68,0,0,0,0,0,34.0,6.0,855
29,753,2,5,1,77,1,1,0,0,0,39.0,2.5,1506
30,708,14,10,1,85,0,1,0,0,0,42.7,0.7142857142857143,9912
23,583,4,3,1,74,1,1,0,0,0,37.5,0.75,2332
28,763,1,4,1,72,0,1,0,0,0,36.2,4.0,763
23,812,3,5,1,78,0,0,1,0,0,39.0,1.6666666666666667,2436
23,693,5,2,0,94,0,0,0,1,0,47.0,0.4,3465
23,649,2,3,1,73,0,0,0,0,0,36.5,1.5,1298
24,790,3,2,1,83,0,0,1,1,0,41.5,0.6666666666666666,2370
38,815,11,11,1,95,0,0,0,1,1,47.5,1.0,8965
37,575,12,10,1,79,0,0,0,0,0,39.5,0.8333333333333334,6900
45,843,14,13,1,59,0,0,0,0,0,29.5,0.9285714285714286,11802
31,672,4,4,0,56,0,0,0,0,0,28.0,1.0,2688
28,559,2,4,1,79,0,0,0,0,0,39.5,2.0,1118
23,700,1,2,1,70,0,0,0,0,0,35.0,2.0,700
28,672,1,5,1,72,1,0,0,0,0,36.3,5.0,672
38,884,13,11,1,66,0,0,0,0,0,33.0,0.8461538461538461,11492
25,608,9,9,1,74,0,1,0,0,0,37.2,1.0,5472
31,700,3,4,1,79,0,0,1,0,0,39.5,1.3333333333333333,2100
44,640,13,11,1,55,0,1,1,0,0,27.7,0.8461538461538461,8320
45,660,4,6,1,73,0,0,0,0,0,36.5,1.5,2640
22,617,3,2,1,96,0,0,0,1,0,48.0,0.6666666666666666,1851
37,771,3,6,1,55,0,0,0,0,0,27.5,2.0,2313
31,807,14,14,1,82,0,0,0,1,1,41.0,1.0,11298
29,787,6,10,0,80,0,1,1,0,0,40.2,1.6666666666666667,4722
34,624,11,15,1,77,1,0,1,0,1,38.8,1.3636363636363635,6864
32,641,12,12,0,84,0,1,0,1,1,42.2,1.0,7692
38,603,12,15,1,92,1,0,0,0,1,46.3,1.25,7236
22,755,1,5,1,87,0,1,0,0,0,43.7,5.0,755
34,674,14,10,1,69,0,1,0,0,0,34.7,0.7142857142857143,9436
26,915,8,8,0,76,0,0,0,0,0,38.0,1.0,7320
31,700,3,5,1,81,0,0,0,1,0,40.5,1.6666666666666667,2100
26,662,3,2,1,83,0,0,1,1,0,41.5,0.6666666666666666,1986
28,623,3,5,0,84,0,0,1,0,0,42.0,1.6666666666666667,1869
26,643,3,6,0,56,0,0,0,0,0,28.0,2.0,1929
22,715,1,3,1,67,1,0,0,0,0,33.8,3.0,715
23,649,5,3,1,44,0,0,0,0,0,22.0,0.6,3245
45,728,2,4,1,78,0,1,1,0,0,39.2,2.0,1456
27,782,6,7,0,74,0,0,0,0,0,37.0,1.1666666666666667,4692
44,737,12,15,1,63,1,1,0,0,0,32.0,1.25,8844
25,805,1,5,1,78,0,0,0,0,0,39.0,5.0,805
37,676,4,5,1,66,1,0,0,0,0,33.3,1.25,2704
43,739,14,11,1,92,0,0,0,1,1,46.0,0.7857142857142857,10346
28,531,3,5,1,76,0,0,0,0,0,38.0,1.6666666666666667,1593
43,635,4,6,1,70,1,0,0,0,0,35.3,1.5,2540
33,830,4,3,0,81,0,0,0,0,0,40.5,0.75,3320
39,772,12,13,1,85,0,0,1,1,1,42.5,1.0833333333333333,9264
24,709,3,4,1,79,1,0,0,0,0,39.8,1.3333333333333333,2127
36,628,14,12,1,71,0,1,1,0,1,35.7,0.8571428571428571,8792
29,720,8,7,1,64,0,0,0,0,0,32.0,0.875,5760
43,870,4,6,1,92,0,0,0,1,0,46.0,1.5,3480
40,756,13,15,1,72,0,0,1,0,0,36.0,1.1538461538461537,9828
35,677,14,15,1,80,0,0,0,0,0,40.0,1.0714285714285714,9478
30,546,11,14,0,83,0,0,1,1,1,41.5,1.2727272727272727,6006
34,540,3,5,1,75,0,1,0,0,0,37.7,1.6666666666666667,1620
36,566,4,4,1,81,0,0,0,0,0,40.5,1.0,2264
35,763,11,10,1,91,1,0,0,0,0,45.8,0.9090909090909091,8393
44,669,4,4,1,84,0,0,0,1,0,42.0,1.0,2676
27,733,8,9,0,73,0,0,0,0,0,36.5,1.125,5864
23,727,3,4,1,77,0,0,0,0,0,38.5,1.3333333333333333,2181
34,677,11,14,1,65,0,0,0,0,0,32.5,1.2727272727272727,7447
32,437,2,5,1,77,0,0,0,0,0,38.5,2.5,874
44,905,13,15,1,69,0,0,1,0,0,34.5,1.1538461538461537,11765
32,744,12,11,1,58,0,0,0,0,0,29.0,0.9166666666666666,8928
29,845,3,5,1,76,0,1,0,0,0,38.2,1.6666666666666667,2535
35,655,13,13,1,61,0,0,0,0,0,30.5,1.0,8515
24,744,2,4,1,67,0,0,0,0,0,33.5,2.0,1488
33,512,12,11,1,86,0,0,1,0,0,43.0,0.9166666666666666,6144
44,749,11,14,1,81,0,0,0,1,1,40.5,1.2727272727272727,8239
41,682,11,15,1,70,0,0,1,0,0,35.0,1.3636363636363635,7502
44,740,13,14,0,90,0,0,0,1,1,45.0,1.0769230769230769,9620
27,716,9,8,1,89,1,1,0,1,1,45.0,0.8888888888888888,6444
32,764,3,4,1,69,1,0,0,0,0,34.8,1.3333333333333333,2292
27,798,7,10,1,84,1,1,1,0,0,42.5,1.4285714285714286,5586
27,764,3,5,0,76,0,0,0,0,0,38.0,1.6666666666666667,2292
43,780,4,3,1,84,0,0,0,0,0,42.0,0.75,3120
30,779,13,15,1,83,0,0,0,1,1,41.5,1.1538461538461537,10127
29,783,9,11,0,74,0,1,0,0,0,37.2,1.2222222222222223,7047
38,713,14,10,1,82,0,0,0,0,0,41.0,0.7142857142857143,9982
32,756,4,3,0,74,0,1,0,0,0,37.2,0.75,3024
36,734,3,3,1,76,0,0,0,0,0,38.0,1.0,2202
37,645,11,10,0,72,0,0,0,0,0,36.0,0.9090909090909091,7095
41,608,2,4,1,69,0,1,0,0,0,34.7,2.0,1216
45,779,4,6,1,57,0,1,0,0,0,28.7,1.5,3116
36,683,4,4,1,77,0,0,0,0,0,38.5,1.0,2732
40,626,4,4,1,59,0,0,1,0,0,29.5,1.0,2504
45,852,11,15,1,67,0,0,0,0,0,33.5,1.3636363636363635,9372
38,705,13,10,1,83,0,0,1,1,0,41.5,0.7692307692307693,9165
27,582,9,7,1,63,1,0,0,0,0,31.8,0.7777777777777778,5238
25,615,3,6,0,75,1,1,0,0,0,38.0,2.0,1845
41,861,4,2,0,71,1,0,0,0,0,35.8,0.5,3444
42,780,2,6,1,56,0,0,0,0,0,28.0,3.0,1560
31,950,14,10,1,59,0,0,0,0,0,29.5,0.7142857142857143,13300
38,905,12,13,1,67,0,1,0,0,0,33.7,1.0833333333333333,10860
26,586,6,12,1,81,0,0,1,0,0,40.5,2.0,3516
45,823,3,4,1,100,0,0,0,1,0,50.0,1.3333333333333333,2469
23,682,3,2,1,77,0,0,0,0,0,38.5,0.6666666666666666,2046
29,773,10,11,1,92,1,0,0,0,0,46.3,1.1,7730
31,682,3,5,0,74,0,0,0,0,0,37.0,1.6666666666666667,2046
36,713,11,14,0,75,0,0,0,0,0,37.5,1.2727272727272727,7843
32,595,4,5,0,70,0,0,1,0,0,35.0,1.25,2380
27,439,2,6,0,62,1,0,0,0,0,31.3,3.0,878
29,755,9,9,1,86,1,1,0,1,1,43.5,1.0,6795
