Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired
44,632,13,14,0,92,0,0,0,0,1
32,569,13,15,0,89,1,0,0,0,1
29,678,10,12,0,67,0,0,0,0,0
39,802,4,5,1,65,0,0,1,0,0
23,700,3,6,1,81,1,0,0,1,0
28,715,6,10,1,84,0,0,0,0,0
30,875,4,2,1,80,0,0,0,0,0
32,641,12,11,1,96,1,0,1,0,1
39,757,13,11,1,73,0,0,0,0,0
44,598,14,12,1,69,1,0,0,0,0
22,849,1,4,1,76,0,0,0,0,0
25,719,3,2,1,61,1,0,1,0,0
30,702,12,13,1,59,0,0,0,0,0
33,682,14,11,1,91,0,0,0,0,0
30,731,12,14,1,56,0,1,0,0,0
22,712,1,6,1,66,1,0,0,0,0
36,913,3,6,1,64,0,1,1,0,0
22,681,2,4,1,89,0,0,1,1,0
33,840,12,10,1,72,0,0,0,0,0
34,737,13,15,0,74,0,0,0,0,0
31,685,2,2,1,71,0,0,0,0,0
35,822,2,3,1,65,0,0,0,0,0
30,716,12,10,1,87,0,0,1,0,0
25,546,3,6,0,73,0,0,0,0,0
36,796,12,10,1,73,0,0,0,0,0
34,635,4,6,1,86,0,0,0,0,0
44,716,2,3,1,81,0,0,0,0,0
36,939,4,6,1,63,0,1,0,0,0
41,716,2,6,1,74,1,0,1,0,0
40,515,4,2,1,72,0,0,0,0,0
39,641,3,4,1,81,0,0,0,1,0
26,707,1,4,1,68,1,0,0,0,0
40,584,3,2,1,59,0,1,1,0,0
23,804,5,3,1,58,0,0,1,0,0
27,641,8,8,0,69,1,0,0,0,0
37,589,11,14,1,75,0,0,0,0,0
22,600,5,6,1,77,0,0,0,0,0
29,617,6,10,0,81,0,0,1,1,0
23,749,2,5,1,78,1,0,0,0,0
42,750,14,15,1,64,0,0,0,0,0
28,759,3,5,1,80,0,1,0,0,0
36,819,11,15,1,67,1,0,0,0,0
36,716,3,2,1,67,0,0,1,0,0
37,709,2,5,0,82,0,0,0,0,0
37,720,2,6,1,67,0,1,0,0,0
39,853,4,2,0,81,0,0,0,0,0
30,712,3,4,0,67,1,1,0,0,0
37,678,2,3,1,88,0,0,0,1,0
43,683,2,4,0,74,0,0,0,0,0
39,796,12,12,1,87,0,0,0,0,1
30,643,13,14,1,68,0,1,1,0,0
30,786,4,4,1,86,0,0,0,1,0
41,769,2,5,1,79,0,0,0,0,0
38,460,12,14,1,74,0,0,0,0,0
38,664,14,12,0,77,0,0,0,0,0
23,694,4,2,0,67,0,0,0,0,0
44,875,2,3,0,69,0,1,0,0,0
41,603,2,5,1,68,0,0,0,0,0
28,678,3,4,1,86,0,0,0,1,0
22,903,1,2,1,86,0,0,0,0,0
43,751,13,11,0,67,0,1,0,0,0
29,753,2,2,1,70,0,0,1,0,0
40,537,13,14,1,68,1,0,0,0,0
35,811,3,2,1,92,0,0,0,1,0
39,792,14,12,1,83,0,0,1,1,1
30,823,4,5,1,88,0,0,0,1,0
23,765,2,5,1,68,0,1,0,0,0
41,727,13,13,1,79,0,0,0,0,0
26,665,8,8,0,89,0,1,0,1,0
28,507,10,10,1,76,0,0,0,0,0
24,741,1,5,1,86,0,0,1,1,0
27,748,1,6,1,70,0,1,0,0,0
41,755,12,11,1,65,0,0,0,0,0
42,747,3,5,1,73,0,0,0,0,0
39,701,4,2,1,76,0,0,0,0,0
31,735,4,3,1,71,1,0,0,0,0
39,652,2,4,1,79,0,1,0,0,0
22,675,2,5,1,80,0,0,0,0,0
22,678,3,5,1,83,1,0,1,0,0
30,644,13,11,1,72,0,0,1,0,0
40,813,14,10,1,75,0,0,0,0,0
33,802,13,14,0,81,1,0,0,0,1
37,720,12,14,1,73,1,0,0,0,0
35,623,13,13,0,75,0,1,1,0,1
23,711,3,5,1,74,0,0,1,0,0
37,741,11,11,1,72,0,0,0,0,0
41,625,14,13,0,79,0,0,0,0,0
45,634,4,2,1,68,0,1,0,0,0
37,659,11,10,1,77,0,0,0,0,0
32,659,3,3,0,66,0,0,0,0,0
36,610,12,11,1,76,0,0,1,0,0
26,755,1,4,1,83,0,1,0,0,0
45,606,4,5,0,73,1,1,1,0,0
44,788,2,5,1,78,0,1,0,0,0
25,606,2,2,0,85,0,1,0,0,0
42,677,4,6,1,68,1,0,1,0,0
41,767,13,12,1,74,0,1,1,0,1
25,818,1,5,1,95,0,1,0,0,0
32,822,2,5,1,80,0,0,0,0,0
34,710,4,4,0,62,0,0,0,0,0
45,740,11,12,1,80,0,1,0,0,0
41,617,12,12,0,84,0,0,0,1,1
41,609,12,13,1,89,1,0,1,1,1
40,774,14,11,1,71,0,0,1,0,0
30,741,12,11,1,91,0,0,0,1,1
45,666,11,15,1,79,0,0,0,0,0
29,697,1,3,1,70,0,0,0,0,0
33,659,3,2,1,71,0,0,0,0,0
33,740,2,2,1,80,0,0,0,0,0
30,635,12,10,1,92,0,0,0,0,0
23,751,3,4,1,75,0,0,0,0,0
31,789,3,5,0,57,1,0,0,0,0
34,746,3,2,1,69,0,0,0,0,0
28,653,10,12,0,77,0,1,0,0,0
39,654,14,15,1,65,0,1,0,0,0
38,718,3,4,1,100,0,0,1,1,0
29,695,1,2,1,76,0,0,0,0,0
28,736,6,9,1,58,0,0,1,0,0
35,596,13,11,1,69,0,0,0,0,0
24,752,2,3,0,65,0,0,0,0,0
30,873,12,15,0,79,0,1,0,0,1
33,666,4,4,1,83,0,0,0,0,0
28,596,1,6,1,79,1,0,0,0,0
36,513,2,6,1,79,0,0,0,0,0
26,893,2,2,0,71,0,0,0,0,0
32,661,13,15,0,98,0,0,1,0,1
38,677,2,6,0,56,1,0,0,0,0
27,760,8,12,1,92,0,0,0,1,1
37,724,14,14,1,66,1,0,1,0,0
29,648,1,2,1,75,0,0,1,0,0
28,521,6,10,1,75,0,0,0,0,0
22,575,2,4,1,60,0,0,0,0,0
26,726,10,15,1,75,0,0,0,0,0
40,707,3,2,1,61,1,1,1,0,0
25,644,7,11,1,100,0,0,0,0,0
24,737,2,2,1,85,1,0,0,1,0
22,723,1,6,1,69,0,0,0,0,0
24,701,4,5,1,67,1,0,0,0,0
38,710,2,6,0,74,0,0,0,0,0
43,652,12,14,1,60,0,1,0,0,0
39,694,11,12,1,79,1,0,0,0,0
42,840,11,10,1,83,0,0,0,1,0
40,711,11,11,0,70,0,0,0,0,0
36,673,4,3,1,70,0,0,0,0,0
38,681,14,11,1,76,0,1,0,0,0
38,712,14,11,1,79,1,1,0,0,0
28,777,10,13,0,71,0,0,0,0,0
37,767,11,14,1,85,0,0,0,1,1
23,762,3,4,1,84,0,0,1,1,0
43,626,2,5,1,55,1,0,0,0,0
25,726,3,6,1,73,1,0,0,0,0
23,815,2,2,1,85,0,0,0,0,0
26,728,10,12,1,82,0,0,0,0,0
45,780,13,15,0,52,0,0,0,0,0
45,778,2,3,1,84,0,0,0,0,0
36,824,3,4,1,80,0,1,1,0,0
35,723,2,5,1,93,0,0,0,1,0
25,683,10,11,1,78,0,0,0,0,0
24,706,1,5,1,75,0,0,0,0,0
45,710,4,5,0,68,0,0,0,0,0
42,719,4,3,1,77,0,1,1,0,0
37,641,2,6,1,86,1,0,0,0,0
29,501,2,5,0,79,0,0,0,0,0
28,762,3,3,1,79,0,0,0,0,0
25,744,8,7,1,80,1,0,1,0,0
42,693,3,5,1,82,0,0,0,0,0
38,612,11,14,1,56,0,0,0,0,0
22,748,5,4,1,56,1,0,0,0,0
41,676,13,13,1,69,0,0,0,0,0
27,741,6,8,1,67,0,1,0,0,0
45,658,2,5,1,66,0,0,0,0,0
33,629,3,4,1,77,0,0,1,0,0
34,506,2,3,1,98,0,1,0,0,0
44,926,13,14,1,64,1,0,0,0,0
25,680,8,12,1,85,0,1,0,1,1
43,703,3,5,1,56,0,0,0,0,0
22,694,2,4,1,93,0,0,0,0,0
29,784,6,10,1,71,0,1,0,0,0
26,662,1,5,1,78,0,0,0,0,0
40,641,11,10,1,77,0,0,0,0,0
44,666,13,14,1,82,1,0,0,1,1
41,579,11,14,1,88,1,1,0,0,1
34,634,11,11,1,81,1,0,0,1,0
32,769,3,3,1,78,0,0,0,0,0
36,732,12,12,1,72,0,0,0,0,0
34,743,4,6,1,100,0,1,0,1,0
32,791,4,6,1,80,0,0,0,0,0
37,803,13,14,1,76,0,1,1,0,1
40,885,11,15,1,78,1,0,0,0,1
24,701,2,5,1,92,0,0,1,1,0
29,716,6,7,1,62,0,0,0,0,0
43,667,2,4,1,61,0,0,1,0,0
28,690,2,2,1,80,0,1,0,0,0
38,561,13,15,1,84,0,1,0,0,0
23,641,5,2,0,85,0,0,0,1,0
35,778,4,5,0,63,0,0,0,0,0
35,685,11,10,1,74,1,0,0,0,0
25,612,6,8,1,60,0,0,0,0,0
24,737,3,3,1,69,0,0,1,0,0
39,547,3,6,1,85,0,0,0,1,0
31,628,2,3,1,94,1,0,0,0,0
34,697,12,10,1,66,0,1,0,0,0
41,726,14,14,1,61,0,0,0,0,0
28,688,1,3,1,71,1,0,0,0,0
29,759,8,11,0,71,0,0,0,0,0
31,689,12,15,0,74,0,0,0,0,0
41,649,12,13,1,84,0,0,0,1,1
25,742,6,12,1,78,0,0,1,0,0
30,718,13,12,0,73,0,0,0,0,0
29,749,2,5,1,70,0,0,0,0,0
28,772,2,5,1,62,0,0,0,0,0
28,690,9,8,0,73,1,0,1,0,0
24,668,1,6,1,77,0,0,0,0,0
37,665,3,3,0,82,0,0,1,1,0
38,790,2,3,1,86,0,1,0,0,0
38,677,3,4,1,62,0,0,0,0,0
31,734,12,14,1,91,0,0,1,1,1
35,796,14,11,1,93,0,0,0,0,0
23,639,2,2,0,81,0,0,1,0,0
32,671,13,15,1,85,0,0,0,0,1
31,670,13,15,1,82,0,0,0,1,1
31,748,14,15,1,85,0,0,0,1,1
39,813,12,14,1,88,0,0,1,0,1
33,595,12,13,1,58,0,0,0,0,0
27,741,1,3,1,76,0,0,0,0,0
36,918,11,13,1,74,0,0,0,0,0
34,680,14,14,0,72,1,0,0,0,0
42,706,11,12,1,78,1,0,1,0,1
26,691,1,5,1,56,0,0,0,0,0
38,798,2,5,0,79,1,0,0,0,0
39,658,12,10,1,78,0,0,0,0,0
35,711,11,11,1,53,0,0,0,0,0
33,620,3,2,1,70,1,0,0,0,0
42,729,3,3,1,71,0,0,0,0,0
34,579,3,6,1,86,0,1,0,0,0
35,761,14,10,1,71,0,1,0,0,0
35,471,12,12,1,81,0,0,0,0,0
34,639,4,3,1,84,0,0,1,1,0
39,626,14,13,1,81,0,0,1,0,0
27,770,8,9,1,87,0,0,1,1,0
29,758,1,2,1,100,0,0,0,0,0
28,745,3,2,1,79,0,0,1,0,0
28,718,1,2,1,80,0,0,0,0,0
32,480,11,15,1,70,0,1,0,0,0
45,657,14,14,1,81,0,0,0,1,1
43,756,4,3,1,76,0,0,0,0,0
26,729,1,3,1,75,0,0,0,0,0
26,717,9,7,1,91,1,0,0,1,0
39,675,2,5,1,80,0,0,0,0,0
41,838,3,6,1,77,1,0,0,0,0
27,759,8,12,1,69,0,0,0,0,0
39,741,4,6,1,80,1,1,0,0,0
24,711,2,3,1,70,0,0,0,0,0
25,664,9,10,1,85,0,0,0,0,0
31,808,4,2,1,70,0,0,0,0,0
42,764,2,5,1,76,0,1,0,0,0
29,549,9,11,1,78,1,0,0,0,0
31,785,12,10,1,68,0,0,0,0,0
41,597,14,14,1,81,0,0,0,0,0
26,648,6,8,1,55,0,0,1,0,0
39,558,13,12,1,79,0,0,0,0,0
30,613,12,11,1,87,0,0,0,1,1
44,639,4,4,1,72,0,0,0,0,0
43,725,13,14,1,83,1,1,0,1,1
36,739,2,6,0,66,0,1,1,0,0
39,689,13,14,1,78,0,0,0,0,0
34,734,2,3,1,84,1,0,0,0,0
35,619,14,15,1,70,0,1,0,0,0
37,697,14,11,1,80,0,0,0,0,0
26,793,9,11,1,72,0,1,1,0,0
41,644,4,4,1,72,1,0,0,0,0
33,636,13,12,1,61,0,0,1,0,0
37,809,2,2,0,79,0,0,0,0,0
39,715,11,11,1,71,1,0,0,0,0
22,717,1,4,1,80,0,0,0,0,0
30,765,4,2,0,100,0,0,0,0,0
23,516,2,2,1,75,0,0,0,0,0
43,748,4,6,1,66,0,1,0,0,0
43,527,3,3,1,66,0,0,0,0,0
27,800,2,3,1,74,0,0,0,0,0
38,676,2,6,0,90,0,0,0,1,0
40,835,12,13,0,78,0,0,1,0,1
39,702,3,2,1,80,0,0,0,0,0
44,774,11,15,1,70,1,0,0,0,0
29,735,6,12,1,73,0,1,0,0,0
27,686,7,11,1,82,0,0,0,0,0
28,680,8,12,1,79,0,0,0,0,0
32,806,3,5,1,85,0,0,1,0,0
37,831,12,11,1,64,0,0,1,0,0
33,607,4,3,1,73,1,0,1,0,0
37,763,2,6,1,56,0,0,0,0,0
39,842,2,2,1,71,1,0,0,0,0
34,750,13,12,1,84,0,0,0,0,0
38,718,2,6,1,67,0,1,1,0,0
43,603,14,14,0,74,0,0,0,0,0
37,589,13,15,0,72,0,0,0,0,0
44,679,3,3,1,74,1,1,0,0,0
41,819,13,11,0,67,0,0,0,0,0
27,824,1,4,1,92,0,0,1,1,0
33,656,11,10,1,74,0,0,0,0,0
39,854,11,14,1,81,0,0,0,1,1
24,647,5,6,1,80,0,0,0,0,0
44,661,4,6,1,63,0,0,0,0,0
26,746,7,12,0,75,0,0,1,0,0
30,528,13,11,0,68,0,1,0,0,0
25,792,10,10,1,88,0,0,0,1,1
43,746,13,12,1,78,0,1,0,0,0
32,775,13,15,1,57,0,1,0,0,0
43,649,11,11,0,69,0,0,0,0,0
44,778,4,5,0,72,0,0,0,0,0
37,653,3,6,0,57,0,1,0,0,0
38,533,11,14,1,74,0,0,0,0,0
43,528,4,5,1,85,0,0,0,1,0
37,761,14,10,1,73,0,1,1,0,0
34,741,12,10,1,74,0,0,1,0,0
35,530,12,14,1,100,0,0,0,1,1
32,661,13,15,1,63,0,0,1,0,0
32,638,12,15,1,68,0,1,0,0,0
33,667,2,3,1,94,0,0,1,1,0
33,743,14,15,1,64,0,0,0,0,0
36,583,14,11,1,82,0,1,1,1,0
39,736,4,4,0,78,0,0,0,0,0
43,808,3,2,0,91,0,1,0,0,0
32,693,14,14,1,69,0,1,0,0,0
22,588,3,2,1,84,0,0,0,0,0
22,657,2,4,1,78,1,0,0,0,0
37,575,4,5,0,80,0,1,0,0,0
42,766,13,15,0,69,0,0,0,0,0
31,598,3,6,0,65,0,0,0,0,0
45,817,3,5,1,85,0,0,0,1,0
42,516,12,13,0,92,1,0,1,1,1
28,543,6,8,1,70,0,0,0,0,0
36,688,14,14,1,68,0,0,0,0,0
25,710,10,14,1,64,0,1,0,0,0
27,791,1,6,1,61,0,1,0,0,0
26,796,10,12,0,61,0,0,0,0,0
40,698,14,11,0,69,0,0,1,0,0
31,847,13,13,1,80,0,0,0,0,0
42,898,11,15,0,69,0,0,0,0,0
36,874,2,3,0,70,0,0,0,0,0
22,730,1,5,1,77,0,0,0,0,0
29,716,1,6,1,83,0,0,0,1,0
25,572,6,9,1,81,0,0,0,1,0
25,769,9,11,0,69,0,1,1,0,0
34,727,4,6,1,72,0,0,0,0,0
38,526,11,11,1,78,0,0,0,0,0
26,794,3,4,1,74,0,0,0,0,0
24,812,3,4,0,86,0,0,0,0,0
42,591,2,6,1,83,0,0,0,0,0
29,715,2,5,1,60,1,0,1,0,0
27,759,1,5,1,73,0,0,0,0,0
38,863,11,11,1,69,0,0,0,0,0
26,497,1,6,1,60,0,0,1,0,0
32,678,11,11,1,82,0,0,0,1,0
42,811,4,3,1,95,1,0,0,1,0
29,858,2,4,1,74,0,0,0,0,0
34,801,12,12,1,85,1,0,0,1,1
32,501,12,13,1,71,1,0,1,0,0
29,691,1,2,1,76,0,0,0,0,0
24,669,4,6,1,76,0,0,0,0,0
43,702,11,10,1,89,0,0,1,0,0
42,716,14,14,1,76,0,1,0,0,0
35,662,14,15,1,72,0,0,0,0,0
45,689,14,15,0,69,1,0,0,0,0
41,649,13,12,0,71,0,0,0,0,0
30,704,14,12,1,89,0,0,1,1,1
39,641,4,5,1,62,0,0,0,0,0
45,749,14,15,1,72,1,0,1,0,1
33,589,4,4,1,81,0,1,0,1,0
42,724,13,13,1,74,0,0,0,0,0
43,578,3,3,0,51,0,1,0,0,0
43,673,3,3,1,75,0,0,0,0,0
28,802,2,4,0,89,1,0,0,0,0
29,676,10,11,1,72,0,0,0,0,0
32,713,2,3,1,82,0,0,0,0,0
33,506,12,11,1,63,0,0,1,0,0
36,523,3,3,0,70,0,0,0,0,0
35,795,14,11,0,78,0,0,0,0,0
23,690,4,3,1,71,1,0,0,0,0
40,542,12,15,1,70,0,1,0,0,0
38,621,12,15,1,89,0,0,0,1,1
28,947,7,10,1,76,0,0,0,0,0
40,554,13,13,1,56,0,1,0,0,0
36,621,12,14,1,86,0,0,0,0,1
34,734,3,6,0,66,0,0,0,0,0
31,799,11,11,1,70,0,0,0,0,0
41,736,2,4,1,84,0,1,0,1,0
29,727,2,3,1,71,0,0,0,0,0
44,702,2,4,1,91,0,0,0,1,0
42,658,4,4,1,63,0,0,0,0,0
35,677,3,3,1,84,1,0,0,0,0
24,480,1,4,1,93,0,0,0,0,0
36,832,14,12,1,60,0,0,0,0,0
40,554,13,10,1,75,0,0,0,0,0
39,815,11,12,0,78,0,0,1,0,1
22,709,3,6,1,74,0,1,0,0,0
30,714,13,12,1,70,0,0,0,0,0
23,613,2,6,0,77,0,0,0,0,0
28,645,7,10,1,78,1,0,1,0,0
24,828,4,4,1,74,0,0,0,0,0
36,684,12,15,1,84,0,0,1,0,0
40,606,11,15,0,60,0,0,0,0,0
35,668,14,11,1,71,1,0,1,0,0
26,584,8,11,0,74,0,1,0,0,0
25,622,3,3,1,76,0,0,1,0,0
34,945,3,3,1,68,0,0,0,0,0
37,772,4,6,1,71,0,0,0,0,0
37,648,11,15,0,90,0,0,0,1,1
41,756,12,15,1,67,1,1,0,0,0
37,835,11,13,1,71,0,0,1,0,1
38,579,13,10,1,81,0,0,0,0,0
23,682,1,3,1,87,0,0,0,1,0
31,567,11,11,1,71,1,0,1,0,0
40,541,4,5,1,84,0,0,0,1,0
39,631,2,5,1,66,0,0,0,0,0
43,682,2,6,1,71,0,1,0,0,0
37,601,2,6,1,65,1,0,0,0,0
39,662,3,4,1,85,0,0,0,0,0
34,651,12,12,1,93,0,1,0,0,1
29,763,6,12,1,64,0,0,0,0,0
22,756,5,3,1,69,0,0,1,0,0
23,692,2,4,1,89,0,0,0,1,0
22,717,3,5,1,78,0,0,0,0,0
35,744,12,14,1,82,0,1,0,0,0
39,801,3,3,1,73,0,0,0,0,0
45,520,11,14,0,100,0,0,0,1,1
41,675,4,3,1,63,0,0,0,0,0
33,801,3,3,1,77,0,0,0,0,0
31,692,12,11,1,78,0,0,0,0,0
24,663,5,2,1,74,0,0,1,0,0
31,679,14,11,1,83,1,0,0,1,0
42,520,12,14,1,80,0,0,0,0,0
26,632,8,9,1,78,0,0,0,0,0
23,686,5,2,1,62,0,0,0,0,0
45,716,2,4,0,79,0,0,0,0,0
43,631,11,10,0,81,0,1,0,1,0
36,714,14,14,0,66,0,0,0,0,0
22,694,2,6,1,77,0,0,1,0,0
39,730,14,14,1,75,0,0,0,0,0
41,724,12,11,1,71,1,0,0,0,0
44,682,4,4,1,100,0,0,0,0,0
34,895,13,10,1,79,0,0,1,0,0
37,529,2,6,1,49,0,0,0,0,0
39,791,2,4,0,81,0,0,0,1,0
38,659,2,2,1,85,0,0,0,1,0
39,886,11,12,1,77,1,1,0,0,1
44,683,12,10,1,75,0,1,0,0,0
30,610,13,12,1,78,0,0,0,0,0
38,684,11,13,1,74,0,0,0,0,0
28,765,3,3,1,71,1,0,0,0,0
35,762,2,3,1,70,0,0,0,0,0
43,523,3,4,0,74,0,0,0,0,0
41,834,3,2,1,85,0,0,1,1,0
40,777,4,4,0,95,1,1,0,0,0
32,641,14,10,1,80,0,0,0,0,0
24,576,1,4,0,88,0,0,0,0,0
28,673,1,5,1,66,1,0,0,0,0
45,695,2,2,1,71,0,0,0,0,0
27,647,8,11,1,94,0,1,0,0,0
23,691,3,2,1,65,1,0,1,0,0
24,691,2,2,1,75,0,0,0,0,0
35,788,3,3,1,82,1,0,1,0,0
26,521,2,5,1,74,0,0,0,0,0
26,732,8,8,1,72,0,0,0,0,0
27,531,3,6,1,80,0,1,0,0,0
43,703,12,15,1,85,0,1,0,1,1
31,471,12,11,0,71,0,0,0,0,0
32,675,14,13,1,71,0,0,1,0,0
27,640,6,9,1,95,1,0,0,0,0
29,715,6,7,1,82,1,0,0,1,0
37,761,13,10,1,87,0,0,1,0,0
39,724,2,3,0,67,0,0,0,0,0
35,780,12,12,1,75,0,0,0,0,0
39,938,11,11,1,74,0,0,0,0,0
35,851,13,14,1,87,1,1,1,1,1
23,414,2,5,1,75,0,0,0,0,0
44,461,4,2,1,83,0,0,0,1,0
37,643,12,14,1,77,1,1,1,0,1
45,814,14,10,1,77,0,0,0,0,0
39,831,2,5,0,82,1,0,0,0,0
34,711,4,6,0,68,0,0,0,0,0
44,707,2,6,1,77,0,0,1,0,0
37,701,2,2,0,82,0,0,0,0,0
26,682,3,4,1,60,0,0,0,0,0
30,848,14,13,1,85,1,1,0,0,1
39,833,13,15,1,74,0,1,1,0,1
34,678,3,2,1,77,1,0,0,0,0
24,565,2,2,1,86,0,0,1,0,0
32,568,13,11,1,71,0,0,0,0,0
36,605,2,6,0,85,0,0,0,1,0
39,894,3,3,1,67,0,0,0,0,0
28,576,6,10,1,71,0,0,0,0,0
29,601,1,2,1,74,1,0,0,0,0
31,768,3,4,1,66,0,1,0,0,0
39,599,12,10,0,85,0,0,1,0,0
32,688,2,6,1,72,0,0,1,0,0
34,763,11,14,1,79,0,0,1,0,0
41,789,14,15,1,73,1,1,1,0,1
23,557,5,5,0,100,0,1,0,1,0
23,871,2,5,1,60,0,0,0,0,0
22,662,1,6,1,54,1,0,0,0,0
37,822,12,10,1,82,0,0,1,0,0
30,654,12,15,1,61,0,0,0,0,0
44,722,14,10,1,69,1,1,1,0,0
27,734,7,12,1,84,0,0,0,1,0
38,803,2,2,0,76,0,0,0,0,0
43,900,12,10,1,83,0,0,0,1,0
28,768,3,3,1,70,1,0,0,0,0
39,662,14,12,1,59,1,0,1,0,0
26,756,3,2,0,60,0,0,0,0,0
45,667,11,14,1,65,0,0,0,0,0
31,687,4,5,1,71,0,0,0,0,0
30,950,14,11,1,69,0,0,0,0,0
29,751,8,7,1,78,0,0,0,0,0
31,751,14,15,1,79,1,1,0,0,1
25,705,8,11,0,92,0,0,0,1,0
23,831,3,6,1,100,1,0,0,1,0
41,591,4,3,0,76,0,1,0,0,0
26,733,6,9,1,56,0,0,0,0,0
43,720,11,10,0,92,0,0,0,0,0
41,888,11,14,1,79,0,1,0,0,1
25,661,3,2,1,86,0,0,0,1,0
32,556,4,6,1,68,0,0,0,0,0
34,625,13,13,1,57,0,0,0,0,0
43,872,12,15,1,68,1,0,0,0,0
43,684,3,6,0,68,0,0,0,0,0
23,790,3,3,1,83,1,0,1,1,0
35,754,13,10,1,100,0,0,0,0,0
29,946,6,12,0,92,0,0,0,0,0
44,934,4,4,1,58,0,0,1,0,0
40,592,14,13,1,76,0,0,0,0,0
33,593,2,4,1,75,1,0,0,0,0
45,672,4,2,1,79,0,1,0,0,0
36,703,4,3,1,75,0,0,0,0,0
23,722,2,5,1,82,0,0,0,1,0
29,637,1,4,1,61,0,0,1,0,0
29,607,2,5,1,76,0,0,0,0,0
22,716,1,5,0,75,1,0,0,0,0
39,589,2,4,1,62,1,0,0,0,0
30,945,2,6,1,74,0,0,0,0,0
30,569,12,10,0,80,0,1,0,0,0
36,794,14,12,1,65,0,0,1,0,0
22,616,2,6,0,64,0,0,0,0,0
29,706,8,10,1,84,0,1,0,1,0
25,648,3,4,0,66,0,0,0,0,0
33,707,12,11,1,87,0,1,1,0,1
29,586,1,3,1,64,1,0,0,0,0
22,751,3,4,1,67,0,0,1,0,0
35,700,13,13,1,60,0,1,1,0,0
42,739,13,10,1,91,0,0,0,1,1
33,785,4,3,1,68,1,0,0,0,0
36,739,11,15,1,69,0,0,0,0,0
29,489,2,3,1,81,0,0,0,1,0
31,759,14,15,0,76,0,0,0,0,0
35,737,13,15,0,83,0,0,0,0,0
40,875,11,10,1,83,1,0,0,1,1
41,571,2,6,1,75,0,1,0,0,0
39,672,4,2,1,72,0,0,0,0,0
27,915,9,12,1,78,1,1,1,0,1
33,747,2,2,1,67,0,0,0,0,0
27,798,2,5,1,100,0,0,0,0,0
24,780,3,3,1,67,0,0,0,0,0
25,710,9,9,0,74,0,0,0,0,0
41,857,12,14,1,69,0,0,0,0,0
43,823,14,11,1,70,0,1,0,0,0
44,839,11,15,1,92,0,0,0,0,1
45,749,2,5,0,64,0,0,0,0,0
27,639,10,11,0,67,0,0,0,0,0
23,727,1,3,1,70,0,1,1,0,0
39,720,14,12,1,59,0,1,0,0,0
32,689,3,3,0,84,0,0,0,0,0
36,759,4,2,1,98,0,0,0,1,0
39,559,4,5,1,86,0,1,0,1,0
42,772,2,2,1,95,1,0,1,0,0
38,616,4,5,0,78,0,0,1,0,0
31,810,12,13,1,80,0,0,0,0,0
42,656,13,14,1,75,0,0,0,0,0
24,526,4,2,1,67,0,0,0,0,0
23,709,2,3,1,65,0,1,0,0,0
40,527,3,2,1,63,0,0,0,0,0
45,702,13,10,1,70,1,1,1,0,0
28,776,6,12,0,82,0,1,0,1,0
44,646,14,14,0,79,1,0,0,0,0
40,680,2,3,1,73,0,0,0,0,0
31,862,4,6,1,73,1,0,1,0,0
39,719,3,3,1,92,1,1,0,1,0
34,770,13,11,0,68,0,0,0,0,0
25,710,1,6,0,65,1,0,0,0,0
33,783,4,3,1,80,0,0,0,0,0
38,638,11,11,1,69,1,0,1,0,0
45,703,3,2,1,48,0,0,0,0,0
43,662,14,13,0,74,0,1,0,0,0
31,746,2,2,1,68,1,0,0,0,0
27,578,9,10,1,65,0,0,0,0,0
28,950,8,10,1,57,0,0,0,0,0
29,748,9,10,1,90,0,0,0,1,0
28,742,8,9,1,75,0,0,1,0,0
42,632,3,6,1,95,0,1,0,0,0
25,825,1,2,1,61,1,1,0,0,0
41,705,2,5,1,86,0,1,0,0,0
38,616,13,14,1,94,0,0,1,0,1
36,950,14,12,1,81,0,0,1,1,1
22,632,1,4,1,65,0,1,0,0,0
29,620,3,5,1,70,0,0,0,0,0
26,587,3,4,1,87,0,0,0,0,0
41,636,11,15,1,59,0,0,0,0,0
37,861,4,4,0,71,0,0,0,0,0
39,543,14,15,1,93,0,1,0,1,1
39,635,12,10,1,59,1,0,0,0,0
38,742,2,5,1,65,0,1,0,0,0
41,698,13,13,1,80,0,0,1,0,0
41,768,13,14,0,69,0,0,0,0,0
25,617,2,3,1,77,1,1,1,0,0
37,819,4,3,1,74,1,0,0,0,0
35,692,13,13,1,72,0,1,0,0,0
33,679,12,15,1,100,0,0,1,1,1
41,793,2,3,1,61,1,0,0,0,0
25,690,3,4,0,72,0,0,1,0,0
34,673,4,3,1,63,1,0,0,0,0
29,564,10,13,1,99,0,0,1,0,1
34,720,3,6,1,68,0,0,0,0,0
26,654,10,15,1,73,0,0,1,0,0
44,503,12,11,1,79,1,0,1,0,0
23,606,1,6,0,87,0,0,0,0,0
37,579,4,4,1,79,1,0,0,0,0
39,792,13,10,1,74,0,1,1,0,0
24,652,1,2,1,73,0,0,0,0,0
42,894,13,13,1,59,0,1,0,0,0
37,709,3,3,1,59,0,0,1,0,0
38,611,4,3,1,70,0,1,0,0,0
45,768,2,6,0,81,0,1,0,0,0
31,856,11,10,0,70,0,1,1,0,0
28,520,1,6,1,78,0,0,0,0,0
43,553,12,15,1,67,0,1,0,0,0
